gene_name	synonyms	ecocyc_accession	common_name	position_min	summary	gene_product	b_number
G6167		ECK0296	ykgM	6.7328186		G6167-MONOMER	b0296
G6166		ECK0294	ykgL	6.724158		G6166-MONOMER	b0295
G6159		ECK0287	ykgJ	6.5462255		G6159-MONOMER	b0288
G6180		ECK0308	ykgH	6.9952683		G6180-MONOMER	b0310
G6178		ECK0307	ykgG	6.97506		G6178-MONOMER	b0308
G6177		ECK0306	ykgF	6.944467		G6177-MONOMER	b0307
G6176		ECK0305	ykgE	6.9287395		G6176-MONOMER	b0306
G6170		ECK0300	ykgA	6.817616		G6170-MONOMER	b0300
G0-16715		ECK4458	ykfN	5.6693177		G0-16715-MONOMER	b4626
G0-10583		ECK4397	ykfM	5.133022		MONOMER0-2812	b4586
G0-10614		ECK4445	ykfL	5.7426324			b4627
G0-10615		ECK4444	ykfK	5.7474365			b4628
G6119		ECK0236	ykfJ	5.4607067		G6119-MONOMER	b0235
G6120		ECK0246	ykfI	5.6731524		G6120-MONOMER	b0245
G0-10432		ECK0248	ykfH	5.6881905		MONOMER0-2654	b4504
G6122		ECK0249	ykfG	5.6931453		G6122-MONOMER	b0247
G6124		ECK0251	ykfF	5.7157235		G6124-MONOMER	b0249
G6133		ECK0260	ykfC	5.8782306		G6133-MONOMER	b0258
G6125		ECK0252	ykfB	5.722532		G6125-MONOMER	b0250
G6128		ECK0255	ykfA	5.775896		G6128-MONOMER	b0253
EG12309	lasT	ECK4395	yjtD	99.9847		EG12309-MONOMER	b4403
G0-10474		ECK4358	yjjZ	99.22769		MONOMER0-2696	b4567
G7954		ECK4394	yjjY	99.97306		G7954-MONOMER	b4402
EG12600		ECK4386	yjjX	99.81854		EG12600-MONOMER	b4394
G7953		ECK4371	yjjW	99.418915		G7953-MONOMER	b4379
G7952		ECK4370	yjjV	99.39308		G7952-MONOMER	b4378
G7951		ECK4369	yjjU	99.37003		G7951-MONOMER	b4377
G7947		ECK4355	yjjQ	99.17756		G7947-MONOMER	b4365
G7946		ECK4354	yjjP	99.14763		G7946-MONOMER	b4364
EG12342		ECK4377	yjjJ	99.57164		EG12342-MONOMER	b4385
EG12171	yjjH	ECK4372	yjjI	99.436905		EG12171-MONOMER	b4380
EG12115		ECK4365	yjjG	99.28892		EG12115-MONOMER	b4374
EG11215		ECK4353	yjjB	99.137634		EG11215-MONOMER	b4363
EG11214		ECK4350	yjjA	99.09608		EG11214-MONOMER	b4360
G7941		ECK4343	yjiX	98.86299		G7941-MONOMER	b4353
EG11386	mcrD // yjiU // b4343 // b4344	ECK4334	yjiV	98.54541		EG11386-MONOMER	b4486
G7938		ECK4333	yjiT	98.50833		G7938-MONOMER	b4342
G7937		ECK4332	yjiS	98.49405		G7937-MONOMER	b4341
G7936		ECK4331	yjiR	98.459816		G7936-MONOMER	b4340
G7933		ECK4327	yjiN	98.36942		G7933-MONOMER	b4336
G7932		ECK4326	yjiM	98.34212		G7932-MONOMER	b4335
G7931		ECK4325	yjiL	98.325386		G7931-MONOMER	b4334
G7930		ECK4324	yjiK	98.29998		G7930-MONOMER	b4333
G7929		ECK4323	yjiJ	98.27313		G7929-MONOMER	b4332
G7927		ECK4321	yjiH	98.24082		G7927-MONOMER	b4330
G7926		ECK4320	yjiG	98.23095		G7926-MONOMER	b4329
G7922		ECK4316	yjiC	98.14372		G7922-MONOMER	b4325
EG10021		ECK4342	yjiA	98.842155		EG10021-MONOMER	b4352
G0-16672		ECK4455	yjhZ	97.69	Comment in EcoGene: "Pseudogene reconstruction, predicted acetyltransferase.  An inframe stop codon at position 44 was translated as an X for the reconstruction. An intact version of YjhZ is present in Escherichia sp. 3_2_53FAA as ESAG_039(). GNAT N-acetyltransferase family."	G0-16672-MONOMER	b4657
G0-16671		ECK4453	yjhY	97.638725	Comment in EcoGene: "Pseudogene reconstruction, novel zinc finger family protein.  An inframe stop codon 30 was hypothetically reconstructed as an X. Only Gram-negative family member."		b4656
G7907		ECK4276	yjhV	97.159454		G7907-MONOMER	b4286
G7909		ECK4284	yjhU	97.36486		G7909-MONOMER	b4295
G7918		ECK4299	yjhR	97.70261		G7918-MONOMER	b4308
G7917		ECK4297	yjhQ	97.664345		G7917-MONOMER	b4307
G7916		ECK4296	yjhP	97.647064		G7916-MONOMER	b4306
G7912		ECK4288	yjhI	97.48717		G7912-MONOMER	b4299
G7911		ECK4287	yjhH	97.46756		G7911-MONOMER	b4298
G7910		ECK4286	yjhG	97.42495		G7910-MONOMER	b4297
EG12548		ECK4285	yjhF	97.39358		YJHF-MONOMER	b4296
G7903		ECK4272	yjhE	97.096054		G7903-MONOMER	b4282
G7902		ECK4271	yjhD	97.090996		G7902-MONOMER	b4281
G7899		ECK4267	yjgZ	96.97539		G7899-MONOMER	b4277
G7898	yjgY // b4276 // b4275 // b4560	ECK4266	yjgX	96.939476		G7898-MONOMER	b4575
G7896		ECK4265	yjgW	96.939606	UniProt ID for the putative uncharacterized protein YjgW is Q9Z3A0.		b4274
G7890		ECK4256	yjgR	96.7018		G7890-MONOMER	b4263
G7887		ECK4250	yjgN	96.51154		G7887-MONOMER	b4257
G7886		ECK4249	yjgM	96.496544		G7886-MONOMER	b4256
G7884		ECK4246	yjgL	96.41905		G7884-MONOMER	b4253
G7879		ECK4242	yjgH	96.36254		G7879-MONOMER	b4248
EG11410		ECK4229	yjgA	96.02861		EG11410-MONOMER	b4234
G7862		ECK4200	yjfZ	95.36751		G7862-MONOMER	b4204
G7861		ECK4195	yjfY	95.322014		G7861-MONOMER	b4199
G7853		ECK4186	yjfP	95.15906		G7853-MONOMER	b4190
G7851		ECK4184	yjfN	95.13891		G7851-MONOMER	b4188
G7850		ECK4181	yjfM	95.0607		G7850-MONOMER	b4185
G7849		ECK4180	yjfL	95.05192		G7849-MONOMER	b4184
G7848		ECK4179	yjfK	95.03733		G7848-MONOMER	b4183
G7847		ECK4178	yjfJ	95.02119		G7847-MONOMER	b4182
G7846		ECK4177	yjfI	95.01214		G7846-MONOMER	b4181
EG12439		ECK4226	yjfF	95.948235		YJFF-MONOMER	b4231
EG11812		ECK4182	yjfC	95.07451		EG11812-MONOMER	b4186
G0-10642		ECK4485	yjeV	94.6407		MONOMER0-2869	b4670
G7844		ECK4172	yjeT	94.88833		G7844-MONOMER	b4176
G7839		ECK4154	yjeO	94.48584		G7839-MONOMER	b4158
G7838		ECK4153	yjeN	94.47914		G7838-MONOMER	b4157
EG12475		ECK4152	yjeM	94.44566		YJEM-MONOMER	b4156
G7835		ECK4139	yjeJ	94.22001		G7835-MONOMER	b4145
G7834		ECK4138	yjeI	94.20803		G7834-MONOMER	b4144
G7833		ECK4135	yjeH	94.12933		B4141-MONOMER	b4141
G0-16670		ECK4457	yjdQ	93.97928	Comment in EcoGene: "Pseudogene reconstruction, P4-like integrase remnant; C-terminal fragment.  A stop codon at postion 14 and a frameshift at codon 29 were hypothetically reconstructed with Xs."complement(join(4362191..4362271,4362270..4362353))		b4654
G0-9541		ECK4084	yjdP	92.9382		MONOMER0-1541	b4487
EG10712	phnB	ECK4100	yjdN	93.184456		EG10712-MONOMER	b4107
EG10711	phnA	ECK4101	yjdM	93.20817		EG10711-MONOMER	b4108
G7829		ECK4120	yjdJ	93.76155		G7829-MONOMER	b4127
G7828		ECK4119	yjdI	93.75634		G7828-MONOMER	b4126
G7825		ECK4114	yjdF	93.60738		G7825-MONOMER	b4121
EG12176	cutA3	ECK4129	yjdC	93.99095		EG12176-MONOMER	b4135
EG11955		ECK4076	yjcS	92.73879		EG11955-MONOMER	b4083
EG11951		ECK4071	yjcO	92.562645		EG11951-MONOMER	b4078
EG11943		ECK4061	yjcH	92.314095		YJCH-MONOMER	b4068
EG11941		ECK4059	yjcF	92.24696		EG11941-MONOMER	b4066
EG11940		ECK4058	yjcE	92.208115		YJCE-MONOMER	b4065
EG11937		ECK4052	yjcB	92.09566		EG11937-MONOMER	b4060
G0-10606		ECK4428	yjbT	91.34199		MONOMER0-2828	b4620
G0-10607		ECK4429	yjbS	91.96745		MONOMER0-2829	b4621
EG11936		ECK4049	yjbR	92.007286		EG11936-MONOMER	b4057
EG11935		ECK4048	yjbQ	91.99824		EG11935-MONOMER	b4056
EG11931		ECK4040	yjbM	91.79057		EG11931-MONOMER	b4048
EG11930		ECK4039	yjbL	91.784584		EG11930-MONOMER	b4047
EG11928		ECK4037	yjbJ	91.76123		EG11928-MONOMER	b4045
EG11927		ECK4030	yjbI	91.57738		EG11927-MONOMER	b4038
EG11926		ECK4021	yjbH	91.295815		EG11926-MONOMER	b4029
EG11925		ECK4020	yjbG	91.27994		EG11925-MONOMER	b4028
EG11924		ECK4019	yjbF	91.26626		EG11924-MONOMER	b4027
EG11923		ECK4018	yjbE	91.25858		EG11923-MONOMER	b4026
EG11922		ECK4015	yjbD	91.16062		EG11922-MONOMER	b4023
EG11919		ECK4012	yjbB	91.082466		EG11919-MONOMER	b4020
EG11429	htrC	ECK3980	yjaZ	90.26498		EG11429-MONOMER	b3989
EG11917		ECK3993	yjaH	90.49722		EG11917-MONOMER	b4001
EG11916		ECK3991	yjaG	90.474335		EG11916-MONOMER	b3999
EG11207		ECK4004	yjaB	90.77975		EG11207-MONOMER	b4012
EG11206		ECK4003	yjaA	90.770134		EG11206-MONOMER	b4011
EG11913		ECK3945	yijO	89.353226		EG11913-MONOMER	b3954
EG11903		ECK3936	yijF	89.12862		EG11903-MONOMER	b3944
EG11902		ECK3935	yijE	89.108536		EG11902-MONOMER	b3943
EG11395		ECK3956	yijD	89.66142		EG11395-MONOMER	b3964
EG11882		ECK3929	yiiX	88.91847		EG11882-MONOMER	b3937
EG11876		ECK3914	yiiS	88.609985		EG11876-MONOMER	b3922
EG11875		ECK3913	yiiR	88.59593		EG11875-MONOMER	b3921
EG11874		ECK3912	yiiQ	88.58086		EG11874-MONOMER	b3920
EG11870		ECK3903	yiiM	88.39142		EG11870-MONOMER	b3910
EG11860		ECK3889	yiiG	88.05059		EG11860-MONOMER	b3896
EG11855		ECK3883	yiiF	87.89437		EG11855-MONOMER	b3890
EG11854		ECK3882	yiiE	87.88446		EG11854-MONOMER	b3889
EG11851	rbn	ECK3879	yihY	87.81671		EG11851-MONOMER	b3886
EG11850		ECK3878	yihX	87.80393		EG11850-MONOMER	b3885
EG11848	squV	ECK3876	yihV	87.764854	
	EG11848-MONOMER	b3883
EG11847	squU	ECK3875	yihU	87.74193		EG11847-MONOMER	b3882
EG11846	squT	ECK3874	yihT	87.722496		EG11846-MONOMER	b3881
EG11845	squS	ECK3873	yihS	87.6954		EG11845-MONOMER	b3880
EG11844	squR	ECK3872	yihR	87.67299		EG11844-MONOMER	b3879
EG11843	squQ	ECK3871	yihQ	87.62483		EG11843-MONOMER	b3878
EG11842		ECK3870	yihP	87.59401		YIHP-MONOMER	b3877
EG11841	squO	ECK3869	yihO	87.56285		YIHO-MONOMER	b3876
EG11840		ECK3867	yihN	87.517265		YIHN-MONOMER	b3874
EG11839		ECK3866	yihM	87.49396		EG11839-MONOMER	b3873
EG11838		ECK3865	yihL	87.478485		EG11838-MONOMER	b3872
EG11835		ECK3859	yihI	87.28244		EG11835-MONOMER	b3866
EG11833		ECK3854	yihG	87.16013		EG11833-MONOMER	b3862
EG11832		ECK3853	yihF	87.12844		EG11832-MONOMER	b3861
EG11830		ECK3850	yihD	87.08255		EG11830-MONOMER	b3858
EG11203	engB	ECK3857	yihA	87.25628		EG11203-MONOMER	b3865
EG11484		ECK3840	yigZ	86.87623		EG11484-MONOMER	b3848
EG11470		ECK3820	yigL	86.395966		EG11470-MONOMER	b3826
EG11467		ECK3814	yigI	86.26735		EG11467-MONOMER	b3820
EG11465		ECK3812	yigG	86.23682		EG11465-MONOMER	b3818
EG11464		ECK3811	yigF	86.22833		EG11464-MONOMER	b3817
EG11462	b3815 // b3814	ECK3809	yigE	86.1825		EG11462-MONOMER	b4482
EG11202		ECK3807	yigB	86.115524		EG11202-MONOMER	b3812
EG11201		ECK3805	yigA	86.081055		EG11201-MONOMER	b3810
G7798	ECK3769 // yifO	ECK3768	yifN	85.31471		G7798-MONOMER	b3777
G0-10471		ECK3803	yifL	86.0582		MONOMER0-2693	b4558
EG11459		ECK3788	yifK	85.76444		YIFK-MONOMER	b3795
EG11260		ECK3758	yifB	85.0656		EG11260-MONOMER	b3765
EG11733		ECK3749	yieP	84.89725		EG11733-MONOMER	b3755
EG11729		ECK3712	yieL	84.009056		EG11729-MONOMER	b3719
EG11728		ECK3711	yieK	83.99318		EG11728-MONOMER	b3718
EG11725		ECK3708	yieH	83.95231		EG11725-MONOMER	b3715
EG11723	chrR	ECK3706	yieF	83.90659		EG11723-MONOMER	b3713
EG11722		ECK3705	yieE	83.88998		EG11722-MONOMER	b3712
EG11721		ECK3704	yidZ	83.865944		EG11721-MONOMER	b3711
EG11719		ECK3688	yidX	83.492645		EG11719-MONOMER	b3696
EG11713		ECK3681	yidR	83.33374		EG11713-MONOMER	b3689
EG11712	ecfI	ECK3680	yidQ	83.326546		EG11712-MONOMER	b3688
EG11711		ECK3676	yidP	83.24405		EG11711-MONOMER	b3684
EG11707		ECK3671	yidL	83.166145		EG11707-MONOMER	b3680
EG11706		ECK3670	yidK	83.125595		YIDK-MONOMER	b3679
EG11705		ECK3669	yidJ	83.0935		EG11705-MONOMER	b3678
EG11697		ECK3668	yidI	83.08281		EG11697-MONOMER	b3677
EG11696		ECK3667	yidH	83.073006		EG11696-MONOMER	b3676
EG11695		ECK3666	yidG	83.06543		EG11695-MONOMER	b3675
EG11694		ECK3665	yidF	83.05478		EG11694-MONOMER	b3674
EG11536	yibE	ECK3677	yidE	83.25941		EG11536-MONOMER	b3685
G0-10470		ECK3697	yidD	83.69469		MONOMER0-2692	b4557
EG11197		ECK3698	yidC	83.70029		YIDC	b3705
EG11196		ECK3690	yidB	83.52774		EG11196-MONOMER	b3698
EG11195		ECK3689	yidA	83.50777		EG11195-MONOMER	b3697
G0-17043		ECK4654	yicU	82.699905		MONOMER0-4511	b4797
G0-16669	erhM // rhuM	ECK4456	yicT	82.652145	Comment in EcoGene: "Intact alleles of YicT have been called RhuM (Q1R4S5) and ErhM (Q1AP19). Orthologous to Salmonella virulence island SPI-3 gene rhuM. yicT also has small internal deletions."		b4653
G0-10469		ECK3652	yicS	82.733795		MONOMER0-2691	b4555
EG11312	radC	ECK3628	yicR	82.12358		EG11312-MONOMER	b3638
EG11690		ECK3654	yicN	82.77118		EG11690-MONOMER	b3663
EG11688		ECK3650	yicL	82.69142		EG11688-MONOMER	b3660
EG11686		ECK3647	yicJ	82.61169		YICJ-MONOMER	b3657
EG11685		ECK3646	yicI	82.56153		EG11685-MONOMER	b3656
EG11684		ECK3645	yicH	82.523575		EG11684-MONOMER	b3655
EG11683		ECK3636	yicG	82.274025		EG11683-MONOMER	b3646
EG11192		ECK3634	yicC	82.22667		EG11192-MONOMER	b3644
G0-17042		ECK4653	yibY	81.82516		MONOMER0-4510	b4796
G0-17041		ECK4652	yibX	81.819405		MONOMER0-4509 // MONOMER0-4508	b4795
G0-16667		ECK4450	yibW	81.19721	Comment in EcoGene: "Pseudogene reconstruction, rhsA-linked.  A frameshift was hypothetically reconstructed by adding an N after codon 28; YibW' is a C-terminal fragment matching the unique C-terminal extension of the S. sonnei Rhs family protein Ss046."join(3768892..3768975,3768975..3769256)		b4651
G0-10605		ECK4424	yibV	81.20697		MONOMER0-2827	b4615
G0-16668		ECK4449	yibU	81.219955	Comment in EcoGene: "Pseudogene reconstruction, H repeat-associated protein; rhsA-linked.  A frameshift at codon 28 and a stop codon at codon 24 were hypothetically reconstructed."join(3769948..3770034,3770033..3770146)		b4652
G0-10468		ECK3591	yibT	81.35403		MONOMER0-2690	b4554
G0-16666		ECK4440	yibS	81.19176	Comment in EcoGene: "Pseudogene reconstruction, rhsA-linked rhs gene fragment.  Four stop codons (3, 11, 25, 27) were translated as Xs."	G0-16666-MONOMER	b4650
EG12298		ECK3604	yibQ	81.611046		EG12298-MONOMER	b3614
EG12295		ECK3601	yibN	81.53528		EG12295-MONOMER	b3611
EG11964		ECK3592	yibL	81.36467		EG11964-MONOMER	b3602
EG11766	rhsJ	ECK3584	yibJ	81.16121		EG11766-MONOMER	b3595
EG11765		ECK3587	yibI	81.250854		EG11765-MONOMER	b3598
EG11764		ECK3586	yibH	81.22632		EG11764-MONOMER	b3597
EG11763		ECK3585	yibG	81.18181		EG11763-MONOMER	b3596
EG11762		ECK3581	yibF	81.03466		EG11762-MONOMER	b3592
EG11187		ECK3583	yibA	81.142166		EG11187-MONOMER	b3594
EG12293		ECK3578	yiaY	80.93403		EG12293-MONOMER	b3589
EG12291		ECK3576	yiaW	80.87864		EG12291-MONOMER	b3587
EG12290		ECK3575	yiaV	80.854034		EG12290-MONOMER	b3586
EG12289		ECK3574	yiaU	80.83312		EG12289-MONOMER	b3585
EG12288		ECK3573	yiaT	80.81451		EG12288-MONOMER	b3584
EG12283		ECK3568	yiaO	80.70605		EG12283-MONOMER	b3579
EG12282		ECK3567	yiaN	80.67826		EG12282-MONOMER	b3578
EG12281		ECK3566	yiaM	80.668		MONOMER0-422	b3577
EG12280		ECK3565	yiaL	80.6554		EG12280-MONOMER	b3576
EG12279		ECK3564	yiaK	80.63364		EG12279-MONOMER	b3575
EG12624		ECK3542	yiaG	80.13264		EG12624-MONOMER	b3555
EG12273		ECK3541	yiaF	80.10799		EG12273-MONOMER	b3554
EG12271		ECK3539	yiaD	80.06949		EG12271-MONOMER	b3552
EG12270		ECK3537	yiaC	80.00712		EG12270-MONOMER	b3550
EG11267		ECK3552	yiaB	80.30345		EG11267-MONOMER	b3563
EG11186		ECK3551	yiaA	80.29305		EG11186-MONOMER	b3562
EG12269		ECK3535	yhjY	79.976616		EG12269-MONOMER	b3548
EG12268		ECK3534	yhjX	79.945656		YHJX-MONOMER	b3547
EG12266		ECK3526	yhjV	79.72513		YHJV-MONOMER	b3539
EG12262	bcsR	ECK3520	yhjR	79.626755		EG12262-MONOMER	b3535
EG12254		ECK3512	yhjJ	79.29169		EG12254-MONOMER	b3527
EG12251	yhjF	ECK3509	yhjG	79.20219		EG12251-MONOMER	b3524
EG12249		ECK3508	yhjE	79.169785		YHJE-MONOMER	b3523
EG12248		ECK3507	yhjD	79.13911		EG12248-MONOMER	b3522
EG12246		ECK3505	yhjB	79.09451		EG12246-MONOMER	b3520
G0-17036		ECK4647	yhiY	78.21924		MONOMER0-4502	b4790
EG12238		ECK3489	yhiS	78.66361		EG12238-MONOMER	b3504
EG12229		ECK3477	yhiN	78.33866		EG12229-MONOMER	b3492
EG12228		ECK3476	yhiM	78.30921		MONOMER0-2489	b3491
EG12227	b3490 // b3489 // ECK3474 // yhiK	ECK3475	yhiL	78.26636		EG12227-MONOMER	b4660
EG12225		ECK3473	yhiJ	78.22577		EG12225-MONOMER	b3488
EG12224		ECK3472	yhiI	78.1949		EG12224-MONOMER	b3487
EG11400	yhhE	ECK3492	yhiD	78.749016		EG11400-MONOMER	b3508
G7759		ECK3428	yhhZ	77.167854		G7759-MONOMER	b3442
G7758		ECK3427	yhhY	77.15223		G7758-MONOMER	b3441
G7757		ECK3425	yhhX	77.12271		G7757-MONOMER	b3440
G7756		ECK3424	yhhW	77.105095		G7756-MONOMER	b3439
EG12220		ECK3458	yhhT	77.81422		EG12220-MONOMER	b3474
EG12219		ECK3457	yhhS	77.78515		YHHS-MONOMER	b3473
EG12217		ECK3455	yhhQ	77.75717		EG12217-MONOMER	b3471
EG12214		ECK3452	yhhN	77.682495		EG12214-MONOMER	b3468
EG12213		ECK3451	yhhM	77.67172		EG12213-MONOMER	b3467
EG12212		ECK3450	yhhL	77.66586		EG12212-MONOMER	b3466
EG11767		ECK3470	yhhJ	78.111824		YHHJ-MONOMER	b3485
EG11525		ECK3469	yhhI	78.08379		EG11525-MONOMER	b3484
EG11520		ECK3467	yhhH	78.0627		EG11520-MONOMER	b3483
EG11184		ECK3432	yhhA	77.27729		EG11184-MONOMER	b3448
G0-17035		ECK4646	yhgP	76.99153		MONOMER0-4501	b4789
G0-17034		ECK4645	yhgO	76.99112		MONOMER0-4500	b4788
G7753		ECK3420	yhgN	77.02152		G7753-MONOMER	b3434
G7747	gntX	ECK3400	yhgH	76.371124		G7747-MONOMER	b3413
G7746		ECK3394	yhgF	76.20961		G7746-MONOMER	b3407
G7745		ECK3389	yhgE	76.06592	ArcA appears to activate yhgE gene expression under anaerobiosis. A putative ArcA binding site is located 172 bp upstream of this gene |CITS: [15699038]|.


	G7745-MONOMER	b3402
G7735		ECK3370	yhfZ	75.650635		G7735-MONOMER	b3383
G7734		ECK3369	yhfY	75.64246		G7734-MONOMER	b3382
G7733		ECK3368	yhfX	75.6156		G7733-MONOMER	b3381
G7732		ECK3367	yhfW	75.58919		G7732-MONOMER	b3380
G7730		ECK3365	yhfU	75.56249		G7730-MONOMER	b3378
G7729		ECK3364	yhfT	75.53414		G7729-MONOMER	b3377
G7728		ECK3363	yhfS	75.510506		G7728-MONOMER	b3376
G7722		ECK3357	yhfL	75.392296		G7722-MONOMER	b3369
G7721		ECK3346	yhfK	75.11961		G7721-MONOMER	b3358
EG12374	ficA	ECK3350	yhfG	75.22005		EG12374-MONOMER	b3362
EG11182		ECK3344	yhfA	75.08995		EG11182-MONOMER	b3356
G0-10466		ECK3337	yheV	74.94297		MONOMER0-2688	b4551
G7719		ECK3342	yheU	75.06418		G7719-MONOMER	b3354
G7718		ECK3341	yheT	75.04229		G7718-MONOMER	b3353
EG12903		ECK3340	yheS	75.001076		YHES-MONOMER	b3352
G7715		ECK3333	yheO	74.88105		G7715-MONOMER	b3346
EG12837		ECK3258	yhdZ	73.73315		YHDZ-MONOMER	b3271
EG12836		ECK3257	yhdY	73.709206		YHDY-MONOMER	b3270
EG12835		ECK3256	yhdX	73.68355		YHDX-MONOMER	b3269
EG12834		ECK3255	yhdW	73.66002		YHDW-MONOMER	b3268
G7695		ECK3254	yhdV	73.64598		G7695-MONOMER	b3267
G7694		ECK3250	yhdU	73.52169		G7694-MONOMER	b3263
G7693		ECK3244	yhdT	73.40867		G7693-MONOMER	b3257
G7690	b3246 // yhdR // yhdQ // b3245	ECK3234	yhdP	73.087296		G7690-MONOMER	b4472
EG11970		ECK3280	yhdN	74.09304		EG11970-MONOMER	b3293
EG11498	ccrM	ECK3249	yhdJ	73.50084		EG11498-MONOMER	b3262
EG11315	acuI	ECK3241	yhdH	73.324844		EG11315-MONOMER	b3253
EG11298		ECK3236	yhdE	73.202065		EG11298-MONOMER	b3248
G7684		ECK3228	yhcO	72.94508		G7684-MONOMER	b3239
G7683		ECK3227	yhcN	72.93821		G7683-MONOMER	b3238
G7675		ECK3210	yhcH	72.58222		G7675-MONOMER	b3221
G7674		ECK3209	yhcG	72.55665		G7674-MONOMER	b3220
G7673		ECK3208	yhcF	72.53724		G7673-MONOMER	b3219
G7671	b3217 // b4549	ECK3207	yhcE	72.499725		G7671-MONOMER	b4569
G7670		ECK3206	yhcD	72.448494		G7670-MONOMER	b3216
G7669		ECK3201	yhcC	72.239815		G7669-MONOMER	b3211
G7681		ECK3222	yhcB	72.82302		G7681-MONOMER	b3233
EG11515		ECK3205	yhcA	72.43352		EG11515-MONOMER	b3215
EG12794		ECK3169	yhbY	71.69409		EG12794-MONOMER	b3180
G7655		ECK3162	yhbX	71.52599		G7655-MONOMER	b3173
G7654		ECK3148	yhbW	71.16966		G7654-MONOMER	b3160
G7650		ECK3144	yhbS	71.100876		G7650-MONOMER	b3156
G7649		ECK3143	yhbQ	71.09464		G7649-MONOMER	b3155
G7648		ECK3142	yhbP	71.08401		G7648-MONOMER	b3154
G7647		ECK3141	yhbO	71.07327		G7647-MONOMER	b3153
EG11499		ECK3173	yhbE	71.77983		EG11499-MONOMER	b3184
G7629		ECK3118	yhaV	70.607124		G7629-MONOMER	b3130
G7621		ECK3098	yhaL	70.126816		G7621-MONOMER	b3107
G7620		ECK3097	yhaK	70.11122		G7620-MONOMER	b3106
G7619		ECK3096	yhaJ	70.08965		G7619-MONOMER	b3105
G7618		ECK3095	yhaI	70.08089		G7618-MONOMER	b3104
G7617		ECK3094	yhaH	70.06781		G7617-MONOMER	b3103
EG11174		ECK3110	yhaC	70.41491		EG11174-MONOMER	b3121
EG11173		ECK3109	yhaB	70.402824		EG11173-MONOMER	b3120
G7608		ECK3081	ygjV	69.82844		G7608-MONOMER	b3090
G7606		ECK3077	ygjR	69.744804		G7606-MONOMER	b3087
G7605		ECK3076	ygjQ	69.72819		G7605-MONOMER	b3086
G7604		ECK3075	ygjP	69.7157		G7604-MONOMER	b3085
G7599		ECK3070	ygjK	69.56333		G7599-MONOMER	b3080
G7598		ECK3069	ygjJ	69.53992		G7598-MONOMER	b3079
EG12720		ECK3068	ygjI	69.50616		YGJI-MONOMER	b3078
G7597		ECK3064	ygjH	69.39156		G7597-MONOMER	b3074
G7577		ECK3018	ygiZ	68.33514		G7577-MONOMER	b3027
G7574	visP	ECK3015	ygiW	68.27923		G7574-MONOMER	b3024
G7573		ECK3014	ygiV	68.2677		G7573-MONOMER	b3023
G7570		ECK3011	ygiS	68.21086		YGIS-MONOMER	b3020
G7568	ygiR // b3016 // b3015	ECK3007	ygiQ	68.05609		G7568-MONOMER	b4469
EG12657		ECK3020	ygiN	68.36234		EG12657-MONOMER	b3029
EG12434	ecfG // htrG	ECK3045	ygiM	68.96697		EG12434-MONOMER	b3055
EG12363		ECK3034	ygiL	68.62673		EG12363-MONOMER	b3043
EG11603		ECK3044	ygiF	68.93373		EG11603-MONOMER	b3054
EG11166		ECK3030	ygiD	68.544975		EG11166-MONOMER	b3039
EG11165		ECK3029	ygiC	68.519165		EG11165-MONOMER	b3038
EG11164		ECK3028	ygiB	68.50458		EG11164-MONOMER	b3037
EG11163		ECK3027	ygiA	68.50139	<i>ygiA</i> was deaccessioned in ASAP in 2007.  Former UniProt ID: Q79CP2.		b3036
G7557	b2999 // yghY // b3000 // ECK2994 // orf_f136	ECK2993	yghX	67.796036	<i>yghX_1</i> and <i>yghX_2</i> are fragments of a probable pseudogene |CITS: [12234664]|. A full length gene is found in <i>E. coli</i> SMS-3-5, <i>E. coli</i> O157:H7 EDL933 and others and encodes a protein belonging to the dienelactone hydrolase family.

Note from ASAP: A two nucleotide deletion after codon 36 relative to Escherichia coli EDL933 (EHEC) (ASAP:ABH-0028026) results in a frameshift leading to termination after codon 47. There is an additional single nucleotide deletion within the codon that corresponds to position 157 of the full-length version.	G7557-MONOMER	b4658
G7555		ECK2992	yghW	67.78729		G7555-MONOMER	b2998
G7553		ECK2983	yghU	67.6209		G7553-MONOMER	b2989
G7552		ECK2980	yghT	67.52189		G7552-MONOMER	b2986
G7551		ECK2979	yghS	67.50278		G7551-MONOMER	b2985
G7550		ECK2978	yghR	67.485756		G7550-MONOMER	b2984
G7549		ECK2977	yghQ	67.46178		G7549-MONOMER	b2983
G7547		ECK2976	yghO	67.41227		G7547-MONOMER	b2981
G7541	b2974 // b2973 // sslE	ECK2968	yghJ	67.10003		G7541-MONOMER	b4466
G7538		ECK2966	yghG	67.068085		G7538-MONOMER	b2971
G7537	ecfA	ECK2965	yghF	67.046265		G7537-MONOMER	b2970
G7536	ecfB	ECK2964	yghE	67.02631		G7536-MONOMER	b2969
G7535	ecfC	ECK2963	yghD	67.01472		G7535-MONOMER	b2968
EG11824		ECK3001	yghB	67.94054		EG11824-MONOMER	b3009
EG11292		ECK2997	yghA	67.85648		EG11292-MONOMER	b3003
G7532		ECK2957	yggX	66.87475		G7532-MONOMER	b2962
G7529		ECK2948	yggU	66.70864		G7529-MONOMER	b2953
G7528		ECK2947	yggT	66.69651		G7528-MONOMER	b2952
G7527		ECK2946	yggS	66.680954		G7527-MONOMER	b2951
